;data_account;data_amount;data_contract_address;data_evt_block_number;data_evt_block_time;data_evt_index;data_evt_tx_hash;data_writeAmount
1230;\x03dc54da70469dc3d53d4af0ae43236b6ff4f2b7;0.08;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11259892;2020-11-15T03:14:44+00:00;143;\x72dee00942ef14567ae9e6fbfb3d10dc0562391a26ba632d04531a7f05c52291;803229959500632438880
1231;\xc6bade54ce8bb22c6e4d68528e7d5208dd75b86b;4.0;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11259992;2020-11-15T03:33:42+00:00;58;\xc571be24613864c1528ebbd80ef645805750f6458e11bdd48ee58f4bf3441a58;40161497975031621944034
1232;\xbbe21151c726f9eec42516524f58d0057261cc8a;0.13;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11260011;2020-11-15T03:37:57+00:00;298;\x0526ae7143b8b4f34c4fc05c286bed9e12144da023e1748b85d28c045c0af49d;1305248684188527713181
1233;\x2ae461c5dcfc259a6fd9da6178fd0d1920309619;0.1;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11260527;2020-11-15T05:32:13+00:00;227;\xc1745cfa56078fcafb4c9d399e7113dc3791992724ce57056c91e8e251266b65;1004037449375790548600
1234;\x9c5083dd4838e120dbeac44c052179692aa5dac5;0.6;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11260729;2020-11-15T06:19:30+00:00;24;\xbbe7b911ff425e024308b8fe19f11e19544a33655cf8badca8d7c96bd2367b8b;6024224696254743291605
1235;\x6071fbe5d7365420b5549b4f5d72e21b06673d18;0.307;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11261126;2020-11-15T07:46:37+00:00;213;\xc063469dab439cd9d17fa13f627e48fb33567c6dadb21e2df3ed5d7a99470183;3082394969583676984204
1236;\x21bff47096014bd377a697fbd8137c73efe884f0;0.1;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11261517;2020-11-15T09:10:08+00:00;167;\x268538620a6bb3f92589ee79f507f4a7985ed835942808c10e939a647eb5379e;1004037449375790548600
1237;\xd04bf9c1efa966918d7cb6c407692dbf8e069866;1.4;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11261698;2020-11-15T09:54:45+00:00;247;\x3ed9c363d6340db225ac1306ee74bae6ef11308d631a7e68d3fab3679d5a2744;14054136845308136401313
1238;\x45115215a5a482dbc2f6b2074edcdd40c4f53ef1;0.3;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11261913;2020-11-15T10:33:33+00:00;167;\xc4d90c90749c21285ddb480c16767cb00f4c67813d910aa7369ad4998532ab9b;3011600752566029228852
1239;\xab7e73662a6f233c1cac5a0709012c21c93cb951;0.021;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11261926;2020-11-15T10:36:34+00:00;183;\x8f4ca54d4d6d984e5fefa8ab8feccafc4489866ea3e85a7a5c78592b3555cbc5;210812052679622046019
1240;\x58f1ab922dcab71093f46e8047291a217bb22ac4;4.0;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11262082;2020-11-15T11:17:50+00:00;254;\x4d150977c515044a91fe0860e581647b67a3e72e5bc107106785fea12a298e4b;40154676700880389718038
1241;\x476e23bfc5415397021a74e525640b328a12b81e;0.04;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11262493;2020-11-15T12:45:20+00:00;165;\xf15ae9cbbbd20880d60d41adae4e6e58a7cf6ebf6c179cf1bab5c622dc91a93f;401546296801007405870
1242;\x4178824eac1d03445477772e71f4a53a5ee53184;1.7;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11262878;2020-11-15T14:14:48+00:00;150;\xdfe58d8dda2c5f9c6dd5ebd65c8dbf270392cb77b10f4d8ada0e62c021a8d811;17065717614042814749499
1243;\x03dc54da70469dc3d53d4af0ae43236b6ff4f2b7;0.87;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11262901;2020-11-15T14:20:05+00:00;303;\xee1d9f3255cb41fda1cb30f858e03fcce1dce0ad0c039d037fba8e33b6391280;8733628980980871947531
1244;\x6a12795beb0c4dfe39b5cb1ceec8ce1784a9f073;0.7;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11263020;2020-11-15T14:46:59+00:00;327;\xb80e6bdcb3fc45674519d37d1ee56d3cc620d74f2c26a9e5d349de9ffab74c5f;7027057800789207314105
1245;\xa4a8b0c9d743fdd4c7364219dd0e3396002e89d3;0.1;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11263468;2020-11-15T16:23:27+00:00;297;\x9a0afed2d64f0f5e8ef1f3a4383d7ca9c4d2ae6e00cdf168b7fa3e910cde0321;1003868388425082754089
1246;\x9b667fa9ef908407dc90ad0274039fa2fd0007b3;0.2;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11263540;2020-11-15T16:36:54+00:00;225;\x10f7012924ea78f9757d3fa4e1b2bbbe6c9e7d7ff5166ed6b60f9c62cf1f3fb6;2007736776850165508179
1247;\x0827bae42e9fffd8a82e9c8f432b45118fb98abf;0.0004;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11263666;2020-11-15T17:04:00+00:00;253;\x960dfd06e47b089f968dcbd565975c913abf0650628ee3e3c56633f5a2cf01c0;4015473553700331016
1248;\x2ae461c5dcfc259a6fd9da6178fd0d1920309619;0.5;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11263742;2020-11-15T17:21:04+00:00;144;\x2d4fe29e008ba51463cda382aa05d766ee1ed6b8ffd8e725cdfb67346139e5e8;5019341942125413770449
1249;\x99dc51c56c2545cfa5d3052ff945d8dffea82f02;0.3;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11263811;2020-11-15T17:34:13+00:00;85;\xe274a2e44e8266724a6cf556ce606106b2e5fa7a518cf4c98d6986f55c327748;3011605165275248262269
1250;\xc6bade54ce8bb22c6e4d68528e7d5208dd75b86b;0.4;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11263850;2020-11-15T17:42:17+00:00;225;\xff3c83afc2e2da7ea2477339b5368b8d4782a1b36f5fb9bd6810312a84d286c3;4015473553700331016359
1251;\x384ce5a3ee0647183f0abe96952839eda9fae72f;0.1;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11264270;2020-11-15T19:10:25+00:00;216;\xf4fd895a455f59dddf497522f7c171d3879b078d60bd17aa340cfb43466a85b6;1003868769265599235567
1252;\x71f12a5b0e60d2ff8a87fd34e7dcff3c10c914b0;5.0;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11264404;2020-11-15T19:43:00+00:00;215;\x1d210dbdcfe4b6ea5c9e7d229a08e93bbe352cee656d0232852ea5d3d991a706;50193438463279961778392
1253;\x655c7eadf9360603cb5077d8dc57fa07bcf61d55;0.05;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11264681;2020-11-15T20:38:54+00:00;160;\x2e86d5945ef97b2ac5a4431d833ec866c655f91b4c5c8cccc70cf50e2b975aac;501962234574602906086
1254;\x2e1493555dbdb58bb61589fbee718286d7e690ba;0.01;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11264769;2020-11-15T20:55:16+00:00;171;\x4092cc8d549671da275716cbfcd5c5bdbadf54f7d009e3efec5fac6e2b6023fe;100392446914920581217
1255;\x4cfb53fcf0f5e3a8ca56fc0be6a995bc668b5234;0.1;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11264843;2020-11-15T21:08:42+00:00;256;\x554ac3cf2da2edb856987e8c35b087d2b7ada69afc5726e374c447b2abb49e9a;1003924469149205812173
1256;\xd9b49a81ee72af3c026a2c144c9ffd678a78c8b1;0.5;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11265473;2020-11-15T23:36:15+00:00;147;\xc4eee66dcf2a80840f16ad88491cb6c9dbbbd550a01e49dc868104d118edaee6;5019882486565820038663
1257;\x6fcf92925e0281d957b0076d3751cad76916c96b;3.0;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11265508;2020-11-15T23:45:39+00:00;230;\x0bfc23d6e815838902464eccfe3da9f5c1eeba0b7da389bd07090ea491752889;30119294919394920231982
1258;\x5376d18b8b2ebc4b3d4977f0a6c393d00f571ce4;0.002;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11265636;2020-11-16T00:19:21+00:00;216;\x07a955a5c9df673973ee01f7b1f7bce31753b03fd67a0d1e235b55a19dc1b6f9;20079529946263280154
1259;\xd9b49a81ee72af3c026a2c144c9ffd678a78c8b1;3.0;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11265761;2020-11-16T00:45:40+00:00;275;\x62e17d5c9b6748740198de8306383ac78e8c1e786e6f1f93363d36b658a45750;30119294919394920231982
1260;\xf1d8722bc108fa8f2d9a4fb68af04a369739318e;0.1;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11266305;2020-11-16T02:44:03+00:00;119;\x195e626ea2e174022819079fd97f3fa6709a7f1fd22cfcd704c742820f3525b3;1003976497313164007732
1261;\x0d307d9c8b6d4aad162a662e4bbfba9ea96a5f81;0.1;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11266391;2020-11-16T03:05:01+00:00;187;\xdfc41892319e49123045c5965df57d2cdcd25389d5c69cbed486774f08a2e8e6;1003976497313164007732
1262;\xca718fe2453624aadeab1df37019e881c6b13122;6.3;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11266409;2020-11-16T03:08:55+00:00;116;\xa121df967af67c851242d773052d90f8161353021e2e15e89154d1385b179a2c;63250519330729332487163
1263;\x6fac2bcca1f5397bf2bc96aa4ae8f35728882761;0.025;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11266431;2020-11-16T03:14:34+00:00;321;\x4879b2d74c6886852bc5266a34f560b224ba21bc90addb5ac447247bec3de155;250994124328291001933
1264;\x1ac28d13abc818a75b8cf35bb25d31f7d31f26d3;0.14;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11266897;2020-11-16T05:00:48+00:00;115;\x10193e746f008e0b509b07b53b840c553a062d7d09650b1350330ae1f3c5497c;1405567096238429610825
1265;\xff85cc1cd09c07a8bfed32729792a3cf029ddd0a;9.0;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11267167;2020-11-16T05:57:11+00:00;248;\x9538c7fc1f09a9a78e95e6ae0ef0b565aa26062995b109f7451145bbc6892d3c;90357884758184760695948
1266;\xd05955436368c9659b7a1bdf8f0427ca8c193b11;0.02;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11267208;2020-11-16T06:06:04+00:00;289;\x6909b73a80c40f9729bf60c6c0f3385c0eb715c81ba43419400f5e9797a739c2;200795299462632801546
1267;\xfeca984fe7b7e43608836d2136a78a06840774f6;0.177;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11267368;2020-11-16T06:41:00+00:00;248;\x64c1231c2579980a366ff83e872c8cdcb3150ac8c29ed18454382ff9c6a319b7;1777035948427868296980
1268;\xd05955436368c9659b7a1bdf8f0427ca8c193b11;0.0205;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11267525;2020-11-16T07:13:30+00:00;9;\xda8cf5d7985842c277e46891983b3dc963bb7c28652ae78f4d7383781ef2c8f2;205814897981758757559
1269;\x52cd0f36a17811d4a8c4eebd144eb0feae5eb655;0.0205;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11267542;2020-11-16T07:17:12+00:00;199;\xfa4d4e0f2de58ab693842adc2404aa77ccca33693ea485b76eaab3cbf463845a;205814897981758757559
1270;\x464d876a94de8cbc957a81b15a5da34f2b66107a;35.0;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11267699;2020-11-16T07:55:46+00:00;44;\x8cc20d8bf2db42b88d0bfeab839ab199c9f726f75ba8977559e2977e3d2bfcce;351391289237149098272961
1271;\xfeca984fe7b7e43608836d2136a78a06840774f6;0.9;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11267745;2020-11-16T08:07:05+00:00;209;\x6d3ab84ac41049fda3712ece7b7e9b4a4b38cf7df53e81a3deb4da98b97f78e9;9035776008955262527019
1272;\x3a8315e25378ce9fc0d3279b26ec0576de52c0ff;1.7;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11267921;2020-11-16T08:48:20+00:00;139;\x543d423bc58b56a56ebc652778037256f1fb6bf2c52dd2ad1c0bbfe55fd54f83;17067576905804384773258
1273;\xbeb4783b1fc611556798d2e34ff1a81fe46fa37e;0.23;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11267981;2020-11-16T09:02:30+00:00;245;\x43dcd9c2fe34ddce74f7b86e06600fbf7f061343f6dafaadd89378a6093b990b;2309142757844122645793
1274;\x93b5c773d059ab62d68f8cdee0c9f072488d6827;3.2;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11268044;2020-11-16T09:18:02+00:00;124;\x01e76375369d3c5ca2a71eb37815272c77bac49ed3f4800b38f6ff1df431cbfd;32127171900851468806094
1275;\x5f0b2078885d87bffee08233cc3ff6fd48450de0;0.03;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11268073;2020-11-16T09:26:18+00:00;120;\x4eb7cc419dedb7d3c4419b74db69222b256442175d9ecbae6084c5429a49e043;301192236570482520057
1276;\xb764d27911451d2b01c9945ace15112a0bfed98b;0.0065;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11268354;2020-11-16T10:36:01+00:00;336;\xc19e2b9a4f351c7568db802cc1dc04f4ca84fa59c35b3be504b950b05535ffcb;65257263888858422441
1277;\x9999999ccd21cf1517e907b535dc8507f79bce09;3.5;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11268547;2020-11-16T11:18:31+00:00;320;\x940f0adeae33021e23f6b53638f5f61f22fae4e57f8f75a6298e25825337e807;35138526709385304391776
1278;\x3707aa64a35fe74dd4a21bdca160071929f6512a;0.01;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11268778;2020-11-16T12:06:29+00:00;211;\xd1e0e0bc9bb17715b638dd6473c42d96b9bb04941d55e8a3a446f40791e4849d;100395790598243726833
1279;\x108eeaa4767ea403cd6ea0515c83b4fe51ba2e52;0.02;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11268897;2020-11-16T12:30:08+00:00;250;\x694556f3d215c37922cf6c7ac8656d1f9c68fdc76c56cf9acadc3fe075d45326;200791581196487453667
1280;\x15ac0bd06859a3e0383222dbac1af6f50a9983e6;20.0;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11269117;2020-11-16T13:19:44+00:00;234;\x4660f9005b47cc577c3661a49b2a94e837535ccd5334101f60513c1c7b3a036b;200791581196487453667297
1281;\x11a8c90d36d147fa27e6313bfe1ec7a0eaab424a;0.5;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11269220;2020-11-16T13:47:09+00:00;58;\x65e1e852ce35ede9fc3cd151288377263a0ee811c0dbe538c0de2755d644745a;5019789529912186341682
1282;\xc084508124a8b76e44a07418a92a868394153771;10.0;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11269318;2020-11-16T14:05:53+00:00;162;\x5af290e7a6a3148393975784ff480b2da8e0c34b9df1ee10d6ca33bbad4738ee;100395790598243726833648
1283;\x00b52b499b661c3bc3f280fca20b3d7bb93f47fa;0.04;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11269381;2020-11-16T14:19:15+00:00;152;\x947b55bf655bd5995eb539606807129ca674de7e9105142505a05f4322af9cd9;401583162392974907334
1284;\xac2a3b6473a26d1548294ce841cb4ac97176cf61;4.5;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11270682;2020-11-16T19:04:43+00:00;239;\xc4964cb369704a36b29b6905b871e1b235920204bbb824977bbc5c15d0a233b0;45178187849301667205855
1285;\xe551388b683bb1e34e27e5a7b00eabe79b080bf7;0.8;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11270970;2020-11-16T20:05:37+00:00;180;\x15c6f0b257cbd5804251cbd17fd9a2f95e8750759673bf3c3861cf95a112de9f;8031677839875851947707
1286;\x3aa3920e72a66cd9a500f265100174a3e1932b44;0.2;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11271187;2020-11-16T20:53:56+00:00;247;\x1e9eecc1c1a79e5e3c74e8dc1c98f45b9a97f62f238bf31f886578c632d10559;2007919459968962986926
1287;\xe1c16e2278b5ed608eed8ce226594f51b52cc485;0.1;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11271244;2020-11-16T21:07:56+00:00;205;\x1d833442f02ee1d4164b225fb5dc28f0425aa6e03694ef5d827ec2b5918d426d;1003959729984481493463
1288;\x895cff8e6264214701616d2117840dfaa2cbcada;0.1;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11271251;2020-11-16T21:09:12+00:00;24;\x37f32c1c2a97aba5b6e98584b219877eaf29e616d5e11ce78106201ea8bb0bc6;1003959729984481493463
1289;\x3aa3920e72a66cd9a500f265100174a3e1932b44;1.0;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11271263;2020-11-16T21:12:51+00:00;254;\x839f0a1ae3af31abef1db8223efd57dea7ffbd6497ffda088d6be7ffe82dd34d;10039597299844814934634
1290;\xce2f0727943e7c1a17f27aa6f67ed6821cdf8d7d;2.0;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11271479;2020-11-16T21:59:36+00:00;134;\x87b4ff4e72bd11ab67520c041e7892d868ec485899cfde5b184cde6090932669;20079244234343367519989
1291;\xce2f0727943e7c1a17f27aa6f67ed6821cdf8d7d;2.0;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11271492;2020-11-16T22:03:28+00:00;107;\x4d8479b3bb331500a3dad6f5b908ca7ebd9413efac90b27cc22aaf1940398a39;20079244234343367519989
1292;\x6071fbe5d7365420b5549b4f5d72e21b06673d18;0.6;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11271700;2020-11-16T22:47:30+00:00;194;\x0e401d6cc4dbb16d4226b8755779cc70b309f6027b325f89c8118fa75c0a7ecd;6023678042017735843231
1293;\xcd22a3962a067472b335cf2564365c3034bc975b;0.8;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11271818;2020-11-16T23:12:20+00:00;328;\x30e0aacdc0fc973c8e6bdb5e2b5abaec1522911c78cadbc57dddc605e7298b1f;8031570722690314457642
1294;\x3aa3920e72a66cd9a500f265100174a3e1932b44;5.0;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11271884;2020-11-16T23:25:45+00:00;46;\xe69c3700ce5cea9f41e51d9766e1b6a1406d1fb22fe534e3627431eb514919ac;50197317016814465360265
1295;\xb5f3a2738518773cba984b74c67dfcab9bce761e;1.0;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11272080;2020-11-17T00:09:36+00:00;207;\xb5f876aa277ff443792cf01099a1a69c1840ea61dc399faa46907ebc4e57ab3f;10039463403362893072053
1296;\x9ed629bc305c5731d43de27cbbe8f77976893c2b;10.0;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11272543;2020-11-17T01:50:46+00:00;58;\xf708f58fd77e447efbb3bbadc8a6f9ed4e644902b4bc43d5cca14516b93f26f8;100394716402390718602184
1297;\x2bb8ab3c2a9837de97a83c228a07e16928b4f07f;0.1;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11272564;2020-11-17T01:54:59+00:00;256;\xe51911a060e92fd58a1530d5755feead85fd62bd66447588c99ba51cdd7f0b50;1003947164023907186021
1298;\x909fdf2feea01276081253e2486dfbc81ab491d4;0.1;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11272868;2020-11-17T03:00:38+00:00;198;\x76a6f14bfc899f6f1681c6b4c502f3b6fe2b6f30603ccea58792263d9a0a6f68;1003947164023907186021
1299;\x55b94ccedd5024ec1546b1943fa7dfa9e39195bb;0.05;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11273250;2020-11-17T04:31:48+00:00;150;\x20e5e794558e0b621d46c91d089a615c69864424efd6a822d2a8bc1040ca55dd;501973724809488640692
1300;\xd53c9fedcc95187307908d659846a443cb1e7350;14.3;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11273416;2020-11-17T05:07:25+00:00;171;\xea01a1befdcb39cccd98feda11b05aaa9f0ea593edff39f0dbbd8769284f3772;143564485295513751238172
1301;\xdedda94e960ade948bb12df0f4f0ee860a1b0970;10.0;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11273723;2020-11-17T06:15:37+00:00;280;\xed92f5edb09d031d4f69f44b285340b1d02fa240ecef094ca45e4f352cb51883;100403831646309590427480
1302;\x46df698064d927b86b18059b836c5f1c7d62478a;0.4;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11273906;2020-11-17T06:52:58+00:00;287;\x33cdf76517a41b5b62e15c666963b4d0969c0cd2bdc9bfa82c7ce1833b04b4c1;4016153265852383617099
1303;\xe6fa2f7745b061160e996579a968dd1d2eb91063;0.4;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11274097;2020-11-17T07:35:58+00:00;256;\x816251a5bf8a55f9e8e8cc7adc5aa94f82876f9b948e7eb3821c478d51f2007f;4016153265852383617099
1304;\xa39382c523fd3e6d90fc1a00f68f5de79c34b1fe;1.1;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11274452;2020-11-17T08:56:56+00:00;117;\x8bd21849f1dc6d65bde2a8601463a1d6538af63f3368667853f76cda3bbdbe5c;11044421481094054947022
1305;\x1d9e87682310ac1d9b5737e3d1c4ef9794f45ca3;1.341;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11274601;2020-11-17T09:28:47+00:00;164;\xcff902e18b17203d890bb7b0aa10079685c79c16d1b3503ea30c4d4c20da4847;13464153823770116076325
1306;\xca718fe2453624aadeab1df37019e881c6b13122;2.0;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11274760;2020-11-17T10:03:12+00:00;79;\x7399900e5278e587b607b733e350ed1f9be1082b94aa4080c8a5fa400b1ca69c;20080203017073203939287
1307;\x03c2bfd2509de9b13d0124015077e100a292336d;0.01;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11275011;2020-11-17T10:55:23+00:00;57;\xeacb18a0fe97063a31bf3360b70c34c76ce24e1e422d47aac3c625a1de290a09;100401015085366019696
1308;\x6661e7afbe1bf703992889e9ad93832df60a3d99;0.3;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11275156;2020-11-17T11:29:34+00:00;33;\x0c2005558be618cdbb7490914db7ce039c7a8ad14396602dc859a3e8e5222f7c;3012030452560980590893
1309;\x30fe0d8d2d81ea568ff60b6e28ab74eb7e548cb0;3.0;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11275388;2020-11-17T12:16:10+00:00;68;\xd95355c3a22e8e12ad8426e40ff6247f08f34d4b8ea35f36037f82d785ffb3f8;30120304525609805908930
1310;\x3aa3920e72a66cd9a500f265100174a3e1932b44;2.1;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11275557;2020-11-17T12:53:52+00:00;167;\x3e718c17ba391f13d79983efb674794bf23764f387c1e2803916a7e3b3462a1d;21084213167926864136251
1311;\xd7e228b7eb0c727706d5955c4c518cb10a3e7a19;19.4;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11275939;2020-11-17T14:19:45+00:00;312;\xac1016cabe3fb50f34e4a86261d9ae2448b5b3f5ecbe68dcfb547df6df0f3ba7;194777969265610078211085
1312;\xdb7cec67a768b1dabb820937335a6bfadec1228a;2.5;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11275975;2020-11-17T14:26:57+00:00;189;\x9d51074ac91d537a90209fc96bded77607f482ab4f51ff6e4361388f3224e42a;25100253771341504924108
1313;\x909fdf2feea01276081253e2486dfbc81ab491d4;0.4;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11276051;2020-11-17T14:44:51+00:00;196;\xdf4aa6c1dc04571fd02fcfe88278f1dae5f081d933d2ef2e3c14102ae9990652;4016697242320860232100
1314;\x4ca3b38a84152535c6a15221be968b75d2c95134;0.02;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11276283;2020-11-17T15:34:28+00:00;108;\x358aa9aa7af9145306d00f51884f9195cd277db29e3ed9f5fb509be1a02914e7;200834862116043011605
1315;\x99dc51c56c2545cfa5d3052ff945d8dffea82f02;0.5;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11276301;2020-11-17T15:38:28+00:00;163;\xe53925062c9499401d4fb2850db178109b83b8679261423325d3887c6138add4;5020871552901075290125
1316;\xd7e228b7eb0c727706d5955c4c518cb10a3e7a19;5.2;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11276357;2020-11-17T15:49:11+00:00;219;\x55cb9aaeb0cff966235d186581757dfbde6a1116b2b3257495dd0b441db9f00b;52217064150171183017301
1317;\x2bb8ab3c2a9837de97a83c228a07e16928b4f07f;0.4;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11276502;2020-11-17T16:22:48+00:00;217;\x89d7b4b6b0ff6b60b1cf345d1d606a5f3acf23bf60d844f871b795c60c754ca4;4016733500042569709628
1318;\x691c9aa66791c97bf690b9df045c0f95ea3067f1;0.5;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11276640;2020-11-17T16:57:06+00:00;99;\x2a757bc17efcf89c04c0b75852547b6b0179e4bac5c41b9150fc9209515cfb82;5021121241906887079732
1319;\xab7e73662a6f233c1cac5a0709012c21c93cb951;0.03;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11276662;2020-11-17T17:02:24+00:00;242;\xf9d0d16f7ea20645c9b721de992b25ac12e78746f426ff586d384fad1a5473cc;301267274514413224783
1320;\xa9949410ea0ce9973aad5d88d118b8b8c6e32170;0.042;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11276793;2020-11-17T17:29:37+00:00;281;\x5a4548c651d5f2d99cd0d1ff61c711d5fd26bbd8cdd2943ec7a84e9acc4a29cf;421775476367881999205
1321;\x042796806943301623f76c2f5f1ed311372e12df;0.1;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11277001;2020-11-17T18:10:45+00:00;161;\x280a0cea7dae4dc02b612b2932c09fcfcc209ab121cbab38a9f40a8c6274fbd8;1004227324685433331441
1322;\x04ada96a5c5a1fdf7e315f14aeb2ce9eb61efb5e;0.5;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11277410;2020-11-17T19:40:15+00:00;345;\xe169e27d1ea94f0a84ce77712671af2105a7776be87ccaa539821a7e5687f031;5021136623427166657207
1323;\x42032c22c510ad0698f16be9b99640efdeb02832;0.18;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11277447;2020-11-17T19:47:20+00:00;131;\x0fdd22f282b3c7f2e51452724d792bf36d41163e488699a1b28b6c0fee19cc1b;1807609184433779996594
1324;\x0be833cf3c2b9d692c7859f06da9ef0e151b8a33;0.1;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11277630;2020-11-17T20:30:05+00:00;182;\x15370e7c5df25e8a75da671e4f842e9aac3ece008ebb151cf7a45e7ed5d42ff7;1004227324685433331441
1325;\x3505b95dbc8dbd895614f34ee8633ecbbaf35dc6;14.6;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11277720;2020-11-17T20:47:32+00:00;305;\xe1fdaed71a1b37fec415a1367f5d30c886285df51c3158159c196e84074a82a2;146617189404073266390460
1326;\xc392fde132396c439191388daa3ccb8a3c51fe76;0.02;\x878f15ffc8b894a1ba7647c7176e4c01f74e140b;11277791;2020-11-17T21:09:02+00:00;142;\xe9e9334b56f51faf490724ea53999913ddf7bb990963d55a8a99d8c30df09271;200845464937086666288
